person_id,author,author_authorized_heading,author_lccn,author_viaf,author_wikidata_qid,full_name,gender,given_name,hathi_id,hathi_rights,imprintdate,inferreddate,last_name,oclc,oclc_eholdings,oclc_holdings,oclc_owi,shorttitle
1891,"Bercovitch, Reuben","Bercovitch, Reuben",n85265603,11295941,,Reuben Bercovitch,unknown,Reuben,mdp.39015030947983,ic,1978,1978,Bercovitch,3396700.0,11.0,395.0,3855432226.0,Hasen : a novel
2322,"Abish, Walter","Abish, Walter",n80102276,96215590,Q213806,Walter Abish,male,Walter,uc1.b3464211,ic,1977,1977,Abish,3034528.0,11.0,373.0,470642.0,In the future perfect
2322,"Abish, Walter","Abish, Walter",n80102276,96215590,Q213806,Walter Abish,male,Walter,mdp.39015029965731,ic,1993,1993,Abish,26805844.0,11.0,465.0,29236443.0,Eclipse fever
378,"Adrian, Chris","Adrian, Chris, 1970-",n00032432,23370866,Q1076930,Chris Adrian,male,Chris,mdp.39015049989240,ic,2000,2000,Adrian,44541880.0,62.0,680.0,38606595.0,Gob's grief
378,"Adrian, Chris","Adrian, Chris, 1970-",n00032432,23370866,Q1076930,Chris Adrian,male,Chris,uc1.32106018461399,ic,2006,2006,Adrian,71260047.0,61.0,680.0,58223197.0,The children's hospital
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,inu.30000117261648,ic,1979,1956,Agee,4755871.0,157.0,5886.0,533662.0,A death in the family
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015073600093,ic,2007,2007,Agee,86110082.0,157.0,5886.0,533662.0,A death in the family : a restoration of the author's text
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015062426500,ic,2005,2005,Agee,58422789.0,4.0,1408.0,1864205539.0,"Let us now praise famous men ; : A death in the family, & shorter fiction"
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015004995091,ic,1972,1972,Agee,1863828.0,28.0,1233.0,556283.0,The collected short prose of James Agee
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,pst.000029710478,ic,1969,1969,Agee,313456.0,157.0,5886.0,533662.0,A death in the family
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015008527270,ic,1968,1968,Agee,449409.0,28.0,1233.0,556283.0,The collected short prose of James Agee
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015000695174,ic,1967,1967,Agee,249006.0,157.0,5886.0,533662.0,A death in the family
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015058019038,und,1951,1951,Agee,276629.0,16.0,945.0,1413478.0,The morning watch
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,pst.000028906216,ic,1970,1957,Agee,1932948.0,157.0,5886.0,533662.0,A death in the family
960,"Agee, James","Agee, James, 1909-1955",n79039544,46756190,Q352963,James Agee,male,James,mdp.39015004995885,ic,1957,1957,Agee,276631.0,157.0,5886.0,533662.0,A death in the family
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,uc1.$b399274,ic,1967,1967,Aiken,780400.0,11.0,362.0,2063847.0,Thee; a poem
428,"Aiken, Conrad","Aiken, Conrad",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,mdp.39015012310051,ic,1966,1966,Aiken,3333703.0,40.0,512.0,196722594.0,The collected short stories of Conrad Aiken
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,uc1.b4097285,ic,1965,1965,Aiken,3714274.0,1.0,122.0,3943649328.0,"3 novels : Blue voyage, Great circle, King Coffin"
428,"Aiken, Conrad","Aiken, Conrad (Conrad Potter), 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,mdp.39015012825637,ic,1964,1964,Aiken,63150510.0,2.0,124.0,47347154.0,The collected novels of Conrad Aiken
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,uc1.b4098076,und|ic,1960,1960,Aiken,15498682.0,12.0,933.0,2908636461.0,The collected short stories of Conrad Aiken
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,mdp.39015007064101,ic,1985,1985,Aiken,11599198.0,30.0,348.0,2207467.0,Great circle
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,uc1.b4098079,und,1950,1950,Aiken,181324.0,4.0,566.0,2908571720.0,The short stories of Conrad Aiken
428,"Aiken, Conrad","Aiken, Conrad, 1889-1973",n80060447,71433883,Q380645,Conrad Aiken,male,Conrad,mdp.39015010832353,und|ic,1960,1960,Aiken,244000.0,12.0,933.0,2908636461.0,Collected short stories
2100,"Alexie, Sherman","Alexie, Sherman 1966-",n91093126,46892548,Q727331,Sherman Alexie,male,Sherman,mdp.39015048835402,ic,2000,2000,Alexie,43227429.0,360.0,2132.0,27966210.0,The toughest Indian in the world
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,pst.000028010135,ic,1966,1960,Algren,10818350.0,18.0,1353.0,20647360.0,The neon wilderness
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015034516602,ic,1995,1995,Algren,32273469.0,2.0,311.0,48537930.0,The Texas stories of Nelson Algren
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015042873649,ic,1983,1983,Algren,9908702.0,41.0,558.0,48537870.0,The devil's stocking
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.49015000558818,ic,1977,1977,Algren,2818794.0,59.0,1551.0,20068777.0,A walk on the wild side
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,uc1.32106002086038,und,1947,1947,Algren,1117160.0,18.0,1353.0,20647360.0,The neon wilderness
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,inu.30000114594637,ic,1987,1987,Algren,15367052.0,39.0,805.0,48537735.0,Never come morning
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015017659098,und,1949,1949,Algren,565975.0,154.0,2674.0,1087113.0,"The man with the golden arm, a novel"
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015049545190,ic,1956,1956,Algren,18760205.0,154.0,2674.0,1087113.0,"The man with the golden arm, a novel"
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,uc1.b4381185,ic,1973,1973,Algren,747453.0,33.0,688.0,48537777.0,The last carousel. -
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015005088201,ic,1968,1968,Algren,431611.0,18.0,1353.0,20647360.0,The neon wilderness
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015005171676,ic,1965,1965,Algren,280142.0,2.0,896.0,1916030.0,Notes from a sea diary: Hemingway all the way
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,uc1.b3541058,und,1963,1963,Algren,296483.0,11.0,410.0,57888225.0,Nelson Algren's own book of lonesome monsters
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015030843315,und,1963,1963,Algren,36045321.0,11.0,570.0,57888237.0,Who lost an American?
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015009298442,und,1963,1962,Algren,37997448.0,11.0,410.0,57888225.0,Nelson Algren's own book of lonesome monsters
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,uc1.b4098063,und,1948,1948,Algren,15288335.0,18.0,1353.0,20647360.0,The neon wilderness
1715,"Algren, Nelson","Algren, Nelson, 1909-1981",n50033341,44294455,Q547914,Nelson Algren,male,Nelson,mdp.39015054064129,ic,1958,1958,Algren,3850596.0,39.0,805.0,48537735.0,Never come morning
588,"Antrim, Donald","Antrim, Donald",n93003132,71547750,Q714153,Donald Antrim,male,Donald,mdp.39015038623941,ic,1997,1997,Antrim,35110163.0,18.0,517.0,375542435.0,The hundred brothers : a novel
588,"Antrim, Donald","Antrim, Donald",n93003132,71547750,Q714153,Donald Antrim,male,Donald,inu.30000067527188,ic,1998,1997,Antrim,39003895.0,18.0,517.0,375542435.0,The hundred brothers : a novel
588,"Antrim, Donald","Antrim, Donald",n93003132,71547750,Q714153,Donald Antrim,male,Donald,mdp.39015047735868,ic,2000,2000,Antrim,41355787.0,19.0,520.0,20428838.0,The verificationist
588,"Antrim, Donald","Antrim, Donald",n93003132,71547750,Q714153,Donald Antrim,male,Donald,uc1.32106011226153,ic,2001,2001,Antrim,44841573.0,41.0,400.0,345504.0,Elect Mr. Robinson for a better world
1598,"Apple, Max","Apple, Max",n81015616,67778792,Q1912175,Max Apple,male,Max,mdp.49015001037101,ic,1987,1987,Apple,14002636.0,24.0,471.0,233569346.0,The propheteers : a novel
1598,"Apple, Max","Apple, Max",n81015616,67778792,Q1912175,Max Apple,male,Max,mdp.39015010209073,ic,1976,1976,Apple,2346125.0,20.0,801.0,516034.0,"The oranging of America, and other stories"
2108,"Armitage, Simon","Armitage, Simon, 1963-",n92002858,6157973,Q1981093,Simon Armitage,male,Simon,mdp.39015058135206,ic,2004,2004,Armitage,53709720.0,28.0,163.0,18162121.0,The white stuff
2108,"Armitage, Simon","Armitage, Simon",n92002858,6157973,Q1981093,Simon Armitage,male,Simon,mdp.39015053383579,ic,2001,2001,Armitage,47777023.0,29.0,224.0,6127146.0,Little green man
1722,"Arvin, Nick","Arvin, Nick",n2002042145,36275373,Q7026727,Nick Arvin,male,Nick,mdp.39015056824769,ic,2003,2003,Arvin,50503312.0,17.0,166.0,252305470.0,In the electric Eden : stories
1722,"Arvin, Nick","Arvin, Nick",n2002042145,36275373,Q7026727,Nick Arvin,male,Nick,mdp.39015059250798,ic,2005,2005,Arvin,55502462.0,51.0,734.0,793950064.0,Articles of war : a novel
1103,"Ashbery, John","Ashbery, John, 1927-2017",n79059269,100001869,Q29418,John Ashbery,male,John,mdp.39015046401116,ic,1969,1969,Ashbery,218673.0,22.0,692.0,22778929.0,A nest of ninnies
1103,"Ashbery, John","Ashbery, John, 1927-2017",n79059269,100001869,Q29418,John Ashbery,male,John,pst.000010788783,ic,1983,1983,Ashbery,11425883.0,22.0,692.0,22778929.0,A nest of ninnies
1103,"Ashbery, John","Ashbery, John, 1927-2017",n79059269,100001869,Q29418,John Ashbery,male,John,mdp.39015019487134,ic,1991,1991,Ashbery,22956922.0,42.0,853.0,47381841.0,Flow chart
1684,"Aslam, Nadeem","Aslam, Nadeem",nr94014964,32247620,Q1963189,Nadeem Aslam,male,Nadeem,mdp.39015053046663,ic,1993,1993,Aslam,27865644.0,99.0,363.0,20083898.0,Season of the rainbirds
1203,"Auslander, Joseph","Auslander, Joseph, 1897-1965",n50028874,8402815,Q6281184,Joseph Auslander,male,Joseph,uc1.$b86275,ic,1948,1948,Auslander,1228802.0,13.0,170.0,314036622.0,"My Uncle Jan, a novel"
1203,"Auslander, Joseph","Auslander, Joseph, 1897-1965",n50028874,8402815,Q6281184,Joseph Auslander,male,Joseph,uc1.$b86273,pd,1951,1951,Auslander,1290982.0,11.0,166.0,48530019.0,The islanders
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015013940443,ic,1989,1989,Auster,18415393.0,88.0,1815.0,6263022.0,Moon palace
1778,"Auster, Paul","Auster, Paul",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015031813929,ic,1994,1994,Auster,28966898.0,85.0,1387.0,985150.0,Mr. Vertigo
1778,"Auster, Paul","Auster, Paul 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.49015002237668,ic,1994,1994,Auster,474152811.0,94.0,1695.0,9249808.0,The New York trilogy
1778,"Auster, Paul","Auster, Paul",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015046374867,ic,1990,1990,Auster,21229180.0,76.0,1322.0,327167.0,The music of chance
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015014388287,ic,1988,1988,Auster,15791247.0,12.0,490.0,1788673956.0,The locked room
1778,"Auster, Paul","Auster, Paul 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015015233441,ic,1988,1988,Auster,16759146.0,77.0,1401.0,6287340.0,In the country of last things
1778,"Auster, Paul","Auster, Paul 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,uc1.32106007737163,ic,1987,1987,Auster,13821197.0,77.0,1401.0,6287340.0,In the country of last things
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015064813515,ic,1992,1992,Auster,25282105.0,97.0,1866.0,327216.0,Leviathan
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015013011724,ic,1986,1986,Auster,13655533.0,22.0,580.0,6835993.0,Ghosts
1778,"Auster, Paul","Auster, Paul 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015054134096,ic,1990,1990,Auster,20800277.0,94.0,1695.0,9249808.0,The New York trilogy
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015012429075,ic,1980,1980,Auster,7415230.0,11.0,91.0,1909475659.0,White spaces
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,uc1.32106007737221,ic,1985,1985,Auster,12655249.0,17.0,1090.0,4020216352.0,City of glass
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,uc1.32106015919761,ic,1987,1985,Auster,14001609.0,17.0,1090.0,4020216352.0,City of glass
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015012288398,ic,1986,1986,Auster,15061738.0,12.0,490.0,1788673956.0,The locked room
1778,"Auster, Paul","Auster, Paul, 1947-",n81151642,110344312,Q214642,Paul Auster,male,Paul,mdp.39015015324034,ic,1987,1987,Auster,14213662.0,22.0,580.0,6835993.0,Ghosts
767,"Babcock, Frederic","Babcock, Frederic, 1896-1979",n2002081388,21504275,,Frederic Babcock,male,Frederic,uc1.b3115625,und,1954,1954,Babcock,1683996.0,1.0,80.0,2538928.0,Hang up the fiddle
1077,"Baca, Jimmy Santiago","Baca, Jimmy Santiago, 1952-",n79018977,84511513,Q6201217,Jimmy Santiago Baca,male,Jimmy Santiago,mdp.39015059184633,ic,2004,2004,Baca,53045061.0,38.0,422.0,781499.0,The importance of a piece of paper
904,"Bahr, Howard","Bahr, Howard, 1946-",n86140692,94022895,Q15459045,Howard Bahr,male,Howard,mdp.39015074225718,ic,2008,2008,Bahr,183928645.0,28.0,411.0,117488546.0,Pelican Road : a novel
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,mdp.39015030848868,ic,1967,1967,Bailey,2903054.0,52.0,320.0,29707841.0,At the Jerusalem
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,mdp.39015030848900,ic,1970,1970,Bailey,97940.0,19.0,303.0,1246908.0,Trespasses
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,mdp.39015030848892,ic,1977,1977,Bailey,3093533.0,2.0,179.0,44334794.0,Peter Smart's confessions
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,uc1.b4973452,ic,1986,1986,Bailey,13668816.0,50.0,508.0,10481975.0,Gabriel's lament
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,mdp.39015047458388,ic,1998,1998,Bailey,40148465.0,35.0,396.0,353247767.0,Kitty and Virgil
1779,"Bailey, Paul","Bailey, Paul, 1937-",n50021026,110028397,Q505932,Paul Bailey,male,Paul,uc1.32106017321883,ic,2000,2000,Bailey,43718745.0,2.0,179.0,44334794.0,Peter Smart's confessions
314,"Baker, Carlos","Baker, Carlos, 1909-1987",n50020883,107027003,Q5041809,Carlos Baker,male,Carlos,mdp.39015014205648,ic,1958,1958,Baker,905868.0,1.0,466.0,367061266.0,A friend in power
314,"Baker, Carlos","Baker, Carlos, 1909-1987",n50020883,107027003,Q5041809,Carlos Baker,male,Carlos,mdp.39015016466784,ic,1963,1963,Baker,291624.0,2.0,323.0,836680718.0,"The land of Rumbelow, a fable in the form of a novel"
314,"Baker, Carlos","Baker, Carlos, 1909-1987",n50020883,107027003,Q5041809,Carlos Baker,male,Carlos,uc1.b4421687,ic,1973,1973,Baker,645215.0,10.0,196.0,1809330.0,"The Gay Head conspiracy, a novel of suspense"
314,"Baker, Carlos","Baker, Carlos, 1909-1987",n50020883,107027003,Q5041809,Carlos Baker,male,Carlos,mdp.39015030849163,ic,1976,1976,Baker,1529391.0,2.0,329.0,2392395.0,The talismans and other stories
964,"Baldwin, James","Baldwin, James 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015002216219,ic,1963,1963,Baldwin,1023409.0,350.0,8052.0,9262123.0,Go tell it on the mountain
964,"Baldwin, James","Baldwin, James (1924-1987)",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106013535023,ic,1968,1968,Baldwin,427099.0,85.0,2967.0,33444495.0,Tell me how long the train's been gone; a novel
964,"Baldwin, James","Baldwin, James",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015004857507,ic,1968,1968,Baldwin,11209839.0,2.0,55.0,48537768.0,"This morning, this evening, so soon"
964,"Baldwin, James","Baldwin, James (1924-1987)",n79076619,97644708,Q273210,James Baldwin,male,James,pst.000029903269,ic,1978,1968,Baldwin,316851419.0,85.0,2967.0,33444495.0,Tell me how long the train's been gone : a novel
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,pst.000027232392,ic,1969,1969,Baldwin,5753062.0,107.0,3001.0,26199237.0,Going to meet the man
964,"Baldwin, James","Baldwin, James, 1924-1987,",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106013616450,ic,1974,1974,Baldwin,810973.0,266.0,4809.0,48537789.0,If Beale Street could talk
964,"Baldwin, James","Baldwin, James, 1924-1987,",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015027359721,ic,1976,1976,Baldwin,2137149.0,192.0,1167.0,889264371.0,"Little man, little man : a story of childhood"
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015046412022,ic,1979,1979,Baldwin,5170168.0,13.0,2799.0,15019178.0,Just above my head
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,pst.000049055818,ic,2000,1979,Baldwin,44617544.0,13.0,2799.0,15019178.0,Just above my head
964,"Baldwin, James","Baldwin, James",n79076619,97644708,Q273210,James Baldwin,male,James,pst.000056881950,ic,1993,1993,Baldwin,27972257.0,295.0,4641.0,27557642.0,Giovanni's room
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106013093890,ic,1995,1995,Baldwin,31411946.0,107.0,3001.0,26199237.0,Going to meet the man
964,"Baldwin, James","Baldwin, James",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015040147145,ic,1998,1998,Baldwin,37024192.0,4.0,2476.0,48537938.0,Early novels and stories
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015027252801,ic,1965,1965,Baldwin,275590.0,107.0,3001.0,26199237.0,Going to meet the man
964,"Baldwin, James","Baldwin, James, 1924-1987,",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015054289775,ic,2000,2000,Baldwin,44630853.0,266.0,4809.0,48537789.0,If Beale Street could talk
964,"Baldwin, James","Baldwin, James 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015041189922,ic,1953,1953,Baldwin,607637.0,350.0,8052.0,9262123.0,Go tell it on the mountain
964,"Baldwin, James","Baldwin, James",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106002160320,ic,1956,1956,Baldwin,275602.0,295.0,4641.0,27557642.0,Giovanni's room; a novel
964,"Baldwin, James","Baldwin, James, 1924-1987,",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015031605432,und|ic,1962,1962,Baldwin,264020.0,230.0,4558.0,36765858.0,Another country
964,"Baldwin, James","Baldwin, James",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106011325591,ic,2001,2001,Baldwin,45393024.0,295.0,4641.0,27557642.0,Giovanni's room
964,"Baldwin, James","Baldwin, James, 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015058243372,ic,2004,2004,Baldwin,52601119.0,32.0,310.0,197998392.0,Vintage Baldwin
964,"Baldwin, James","Baldwin, James, 1924-1987,",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106013737926,ic,1985,1962,Baldwin,13035641.0,230.0,4558.0,36765858.0,Another country
964,"Baldwin, James","Baldwin, James 1924-1987",n79076619,97644708,Q273210,James Baldwin,male,James,mdp.39015063278306,ic,1995,1995,Baldwin,33262717.0,350.0,8052.0,9262123.0,Go tell it on the mountain
964,"Baldwin, James","Baldwin, James (1924-1987)",n79076619,97644708,Q273210,James Baldwin,male,James,uc1.32106017217883,ic,1998,1998,Baldwin,37615771.0,85.0,2967.0,33444495.0,Tell me how long the train's been gone : a novel
1894,"Bankowsky, Richard","Bankowsky, Richard, 1928-",no97064872,79276379,,Richard Bankowsky,male,Richard,uc1.b3727285,ic,1967,1967,Bankowsky,1683929.0,2.0,90.0,314030588.0,"The pale criminals; or, The recalcitrant fourth"
1894,"Bankowsky, Richard","Bankowsky, Richard, 1928-",no97064872,79276379,,Richard Bankowsky,male,Richard,uc1.b3727284,ic,1958,1958,Bankowsky,291593.0,2.0,204.0,1475243.0,A glass rose
1894,"Bankowsky, Richard","Bankowsky, Richard, 1928-",no97064872,79276379,,Richard Bankowsky,male,Richard,mdp.39015016452834,ic,1961,1961,Bankowsky,1855625.0,2.0,111.0,196164974.0,After Pentecost; an epistle to the Romans
1894,"Bankowsky, Richard","Bankowsky, Richard, 1928-",no97064872,79276379,,Richard Bankowsky,male,Richard,mdp.39015016452826,ic,1964,1964,Bankowsky,1559010.0,2.0,93.0,423084399.0,On a dark night; three canticles
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,uc1.32106017346542,ic,2008,2008,Banks,179808417.0,33.0,111.0,115656795.0,Outer banks : three early novels
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015073983002,ic,2008,2008,Banks,156816770.0,112.0,1617.0,105035534.0,The Reserve : a novel
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015034258817,ic,1995,1995,Banks,32179169.0,84.0,1674.0,196629356.0,Rule of the bone : a novel
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015022067816,ic,1991,1991,Banks,23219053.0,79.0,1949.0,198176711.0,The sweet hereafter : a novel
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015005585768,ic,1989,1989,Banks,20304999.0,52.0,1505.0,21498111.0,Affliction
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015014639853,ic,1988,1988,Banks,17877743.0,30.0,417.0,2648621.0,Family life
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015012202399,ic,1986,1986,Banks,12942104.0,46.0,598.0,5821093.0,Success stories
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015046438159,ic,1985,1985,Banks,10998820.0,104.0,1926.0,753639.0,Continental drift
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015009177661,ic,1978,1978,Banks,3770836.0,36.0,461.0,229559246.0,Hamilton Stark : a novel
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,mdp.39015005208445,ic,1981,1981,Banks,7551478.0,51.0,576.0,469076.0,Trailerpark
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,uc1.32106002160486,ic,1975,1975,Banks,1819980.0,30.0,417.0,2648621.0,Family life
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,uc1.32106002160502,ic,1975,1975,Banks,1360405.0,1.0,462.0,559097.0,Searching for survivors
2031,"Banks, Russell","Banks, Russell, 1940-",n79131992,66487364,Q665144,Russell Banks,male,Russell,pst.000060840554,ic,1986,1981,Banks,14124087.0,51.0,576.0,469076.0,Trailerpark
1104,"Banville, John","Banville, John (1945-....)",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015038917277,ic,1982,1982,Banville,9216610.0,20.0,617.0,2863419143.0,The Newton letter : an interlude
1104,"Banville, John","Banville, John",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015037444760,ic,1995,1995,Banville,32131049.0,85.0,917.0,196799346.0,Athena
1104,"Banville, John","Banville, John",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015041281687,ic,1997,1997,Banville,35928634.0,78.0,1577.0,570745.0,The untouchable
1104,"Banville, John","Banville, John",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015012187459,ic,1986,1986,Banville,13859906.0,20.0,535.0,197181602.0,Mefisto
1104,"Banville, John","Banville, John 1945-",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015014575883,ic,1989,1989,Banville,19264325.0,183.0,1549.0,11145558.0,The book of evidence
1104,"Banville, John","Banville, John",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015028909532,ic,1993,1993,Banville,28061208.0,119.0,802.0,346590.0,Ghosts
1104,"Banville, John","Banville, John, 1945-",n50022076,46805211,Q313077,John Banville,male,John,mdp.39015032747977,ic,1993,1993,Banville,27897758.0,44.0,955.0,196902391.0,Kepler : a novel
1104,"Banville, John","Banville, John, 1945-",n50022076,46805211,Q313077,John Banville,male,John,uc1.32106015625624,ic,2001,2001,Banville,44769114.0,110.0,1151.0,198985140.0,Eclipse : a novel
